decision_id,meeting_id,source_sentence_id,sentence_text,evidence_da_count,evidence_text,status,decision_object,decision_content,annotator,notes,machine_flags
IS1004a.d01,IS1004a,IS1004a.elana.s.14,The project goal is to develop a new remote control.,1,"A: So , the goal of this project is to uh developed a new remote control .",,,,,,
IS1004a.d02,IS1004a,IS1004a.elana.s.15,The target selling price will be 25 Euro dollars.,1,A: So <vocalsound> we should target selling price of twenty-five Euro for this remote control,,,,,,
IS1004a.d03,IS1004a,IS1004a.elana.s.16,They will target the international market.,1,A: And we should target the inter an international market .,,,,,,frase_corta
IS1004a.d04,IS1004a,IS1004a.elana.s.17,They will generate a proft of fifty million Euros.,1,"A: which which would generate a profit of of um <vocalsound> fifty million Euros , okay .",,,,,,
IS1004b.d01,IS1004b,IS1004b.elana.s.13,The remote control will be for television only.,1,A: and so they wanted <disfmarker> so they want to um <disfmarker> they would like to be restricted to T_V_ .,,,,,,
IS1004b.d02,IS1004b,IS1004b.elana.s.14,"The remote control should be fancy, a good shape, and not too small or too big.",2,"A: we need to have um um remote control which is fanc fancy , | A: which is uh which is easy to to hand not too small , not too big .",,,,,,posible_compuesta
IS1004b.d03,IS1004b,IS1004b.elana.s.15,To target towards young people will bring in new technology.,1,"A: We should bring new technologies for young peoples ,",,,,,,
IS1004b.d04,IS1004b,IS1004b.elana.s.16,A wheel should be used to navigate.,0,,,,,,,sin_evidencia;frase_corta
IS1004b.d05,IS1004b,IS1004b.elana.s.17,"Because of budget restrictions, they cannot do speech recognition technologies.",2,A: <vocalsound> and also to go to automatic speech recognition technologies . | A: we don't go for speech recognition technology .,,,,,,
IS1004b.d06,IS1004b,IS1004b.elana.s.18,Corporate logo will be clearly displayed on product.,1,"A: and uh finally , <vocalsound> it should be clear that the corporate image , that means colours and logos of the co our company should be clearly inde identified in the product .",,,,,,
IS1004c.d01,IS1004c,IS1004c.elana.s.28,"Thus far, LCD and ASR have been ruled out.",6,"A: So this is out of discussion . | B: I think it doesn't really add much to the functional design and it's it's it's not mature enough to use as a speech recognition engine , so <disfmarker> | A: So i it looks like we're going completely to forget about the L_C_D_ thing . | A: No we can we can't use that . | B: Well , I f I think it's probably more than , than our <gap> can handle because it's designed for a coffee machine , you know , to say hello in the morning . | C: L_C_D_ has already been ruled out , A_S_R_ has been ruled out .",,,,,,posible_compuesta
IS1004c.d02,IS1004c,IS1004c.elana.s.29,"The remote will have a base station, a button on the base station to press, 2 scroll wheels for the channels and volume, a turbo button (possibly underneath the device), and an on/off button for the TV.",6,"A: <vocalsound> We'll have a base station extra uh on the side . | A: So we <disfmarker> that means we need a button on th on the on the basis . | A: and your tur turbo turbo uh button . | B: Yeah , which <disfmarker> I think it's it's probably best actually on the on the underneath of the the device , | A: And and you have two wheels . | B: Oh we need a we need a power um on off switch as well .",,,,,,posible_compuesta
IS1004d.d01,IS1004d,IS1004d.elana.s.11,"It will be shaped like a banana, with an base station resembling a banana leaf for it to sit on.",1,B: well first first of all we made a an attractive <vocalsound> base station uh with a banana leaf uh look and feel um and uh,,,,,,
IS1004d.d02,IS1004d,IS1004d.elana.s.12,"The volume scroll wheel will be on the left, channel scroll on the right.",1,B: which you know one on the the left for the uh volume and the one on the right for for the channel,,,,,,
IS1004d.d03,IS1004d,IS1004d.elana.s.13,"Will contain a teletext button, when pressed teletext appears and channel selector can be used to navigate through the teletext.",2,"B: This is a teletext button . | C: once you press the teletext button then the scroll buttons they are more for teletext , they are no more for channel or vol volume .",,,,,,posible_compuesta
IS1004d.d04,IS1004d,IS1004d.elana.s.14,Infared port on top of banana as well as bottom front of base station.,2,B: <vocalsound> And this is the uh the infrared uh port . | B: in the uh in the base station we have the the button at the front for uh for calling the uh the banana .,,,,,,
IS1004d.d05,IS1004d,IS1004d.elana.s.15,The control will be the approx.,0,,,,,,,sin_evidencia;frase_corta
IS1004d.d06,IS1004d,IS1004d.elana.s.16,Weight of an actual banana but a special shade of yellow.,2,B: It's it's uh it's about the weight of a banana . | C: And we have put these different colours so that people don't mistake them mistake it as a banana .,,,,,,
IS1004d.d07,IS1004d,IS1004d.elana.s.17,Will be made of plastic.,0,,,,,,,sin_evidencia;frase_corta
IS1004d.d08,IS1004d,IS1004d.elana.s.18,Three push buttons.,1,A: We have three .,,,,,,frase_corta
IS1004d.d09,IS1004d,IS1004d.elana.s.19,"For pricing reasons eliminate solar cells - use rechargable batteries as power source, base station used for battery-charging which should last 8-10 hours depending on frequency of use.",5,C: No eight or eight or ten hours of working . | C: If you are just leaving like that it'll be much longer . | B: I don't really know if the solar cells are actually necessary any more if you have a recharging base station . | B: Well we decided against the solar cells so <disfmarker> | C: I think rechargeable batteries will take care of the power thing .,,,,,,
IS1004d.d10,IS1004d,IS1004d.elana.s.20,For pricing reasons they will use a regular chip for the control rather than advanced one.,2,"C: Pricing is <disfmarker> was a factor so that's why we have gone for a regular chip only not the advanced chip . | C: So we have the regular chip on the print , which is one .",,,,,,
IS1004d.d11,IS1004d,IS1004d.elana.s.21,"For pricing reasons the remote will have a single, not double curve.",2,"A: <vocalsound> I put single curved . | C: To reduce the cost , it's okay .",,,,,,
IS1004d.d12,IS1004d,IS1004d.elana.s.22,For pricing reasons they eliminate the turbo button.,0,,,,,,,sin_evidencia
